attempt_number,hours_since_first,runtime_ms,score,active
2371,197.8886,10.23,0.0,False
2372,197.9042,9.75,0.0,False
2373,197.9146,4.12,0.0,False
2374,197.9201,8.71,0.0,False
2375,197.9422,9.54,90.0,False
2376,197.9678,3.63,0.0,False
2377,197.971,8.44,0.0,False
2378,197.9818,10.03,0.0,False
2379,197.9885,9.45,0.0,True
2380,197.9985,9.0,0.0,False
2381,197.9991,10.04,90.0,False
2382,198.0,10.13,0.0,False
2383,198.0148,8.58,0.0,True
2384,198.0192,8.62,0.0,False
2385,198.0294,3.92,0.0,True
2386,198.0329,9.05,0.0,True
2387,198.035,9.79,0.0,False
2388,198.0605,8.77,0.0,False
2389,198.0675,8.58,90.0,False
2390,198.0695,10.19,0.0,True
2391,198.0778,9.15,0.0,True
2392,198.0838,8.01,90.0,False
2393,198.0873,8.88,0.0,False
2394,198.0989,10.78,0.0,False
2395,198.0994,8.92,0.0,False
2396,198.1001,9.94,0.0,False
2397,198.1276,10.02,0.0,False
2398,198.1315,9.9,0.0,False
2399,198.1375,2.32,90.0,False
2400,198.1381,8.88,0.0,False
2401,198.1391,9.44,0.0,False
2402,198.1527,10.43,0.0,False
2403,198.1719,8.81,90.0,False
2404,198.1753,9.91,0.0,False
2405,198.177,4.14,0.0,False
2406,198.1854,8.68,95.0,False
2407,198.1899,9.0,0.0,False
2408,198.2166,4.07,0.0,True
2409,198.221,8.64,0.0,True
2410,198.2216,8.39,0.0,False
2411,198.2227,8.44,0.0,False
2412,198.2349,9.62,0.0,True
2413,198.2473,10.12,0.0,False
2414,198.2489,8.72,0.0,True
2415,198.2501,5.47,0.0,False
2416,198.2562,9.23,90.0,False
2417,198.2678,7.95,0.0,False
2418,198.2915,9.53,90.0,False
2419,198.2969,8.78,90.0,False
2420,198.2988,9.16,0.0,False
2421,198.3152,9.22,90.0,False
2422,198.3179,8.57,0.0,False
2423,198.3198,8.79,90.0,False
2424,198.3415,9.28,0.0,False
2425,198.3498,10.36,0.0,False
2426,198.3622,9.39,0.0,False
2427,198.3622,11.09,0.0,True
2428,198.3651,9.81,90.0,False
2429,198.3686,8.06,0.0,False
2430,198.3779,8.22,90.0,False
2431,198.3811,7.72,0.0,True
2432,198.3831,4.67,0.0,False
2433,198.3836,10.23,0.0,True
2434,198.3854,4.73,90.0,True
2435,198.4082,7.93,0.0,False
2436,198.4169,11.55,0.0,False
2437,198.4234,9.04,0.0,False
2438,198.4308,8.87,0.0,True
2439,198.4411,9.2,0.0,False
2440,198.4483,9.14,0.0,False
2441,198.4659,9.56,0.0,False
2442,198.4689,9.2,90.0,True
2443,198.4767,9.5,90.0,False
2444,198.4818,10.32,90.0,False
2445,198.4866,8.97,90.0,False
2446,198.4871,8.73,0.0,False
2447,198.4913,8.13,90.0,True
2448,198.5015,9.58,0.0,True
2449,198.5036,9.29,0.0,False
2450,198.506,8.91,90.0,True
2451,198.5286,9.35,90.0,False
2452,198.5479,9.82,0.0,False
2453,198.5613,8.5,0.0,False
2454,198.5672,10.09,0.0,False
2455,198.5675,8.05,0.0,False
2456,198.583,8.99,0.0,True
2457,198.5908,8.31,0.0,False
2458,198.5938,9.18,0.0,False
2459,198.5953,9.78,0.0,False
2460,198.6067,8.67,0.0,True
2461,198.6124,9.14,0.0,False
2462,198.629,7.78,0.0,False
2463,198.6385,8.61,0.0,False
2464,198.6477,9.65,90.0,False
2465,198.6503,10.53,0.0,True
2466,198.6544,8.25,0.0,False
2467,198.6566,8.6,90.0,False
2468,198.6663,8.81,90.0,False
2469,198.6683,9.59,0.0,False
2470,198.6706,9.28,0.0,False
2471,198.6767,3.36,0.0,False
2472,198.6792,8.52,90.0,True
2473,198.6921,9.86,0.0,False
2474,198.6995,9.28,0.0,False
2475,198.7085,8.79,90.0,False
2476,198.7388,8.96,0.0,True
2477,198.7523,9.57,0.0,True
2478,198.7572,9.71,0.0,False
2479,198.7572,7.58,85.0,False
2480,198.7912,9.93,0.0,False
2481,198.7915,8.52,0.0,False
2482,198.7937,8.16,0.0,False
2483,198.8004,8.55,0.0,True
2484,198.8094,9.39,0.0,False
2485,198.8153,10.07,0.0,False
2486,198.8363,2.94,0.0,False
2487,198.8374,9.81,0.0,False
2488,198.8554,10.29,0.0,False
2489,198.8651,8.38,0.0,False
2490,198.8693,8.87,0.0,False
2491,198.883,7.81,90.0,True
2492,198.8864,9.06,0.0,True
2493,198.9038,8.98,0.0,False
2494,198.9222,9.56,0.0,False
2495,198.9279,8.52,0.0,False
2496,198.9369,8.67,95.0,False
2497,198.9431,9.05,12.6667,False
2498,198.9472,8.53,0.0,True
2499,198.9714,9.01,12.6667,False
2500,198.9862,8.6,63.3333,False
2501,198.9885,10.22,90.0,False
2502,198.9988,9.14,0.0,False
2503,198.9992,9.87,0.0,True
2504,199.0021,9.52,0.0,False
2505,199.0054,9.32,0.0,False
2506,199.025,10.46,0.0,True
2507,199.0256,7.81,0.0,False
2508,199.0473,8.98,0.0,True
2509,199.0512,8.89,0.0,False
2510,199.0546,9.47,0.0,False
2511,199.0696,10.11,0.0,False
2512,199.0706,8.67,90.0,False
2513,199.0948,9.95,0.0,False
2514,199.1058,10.05,85.0,True
2515,199.1118,10.59,0.0,False
2516,199.1416,9.49,0.0,False
2517,199.1514,8.76,0.0,False
2518,199.1625,9.47,0.0,False
2519,199.1723,8.61,0.0,False
2520,199.1984,9.51,90.0,False
2521,199.2032,9.83,90.0,False
2522,199.2069,10.29,0.0,False
2523,199.2087,8.65,90.0,False
2524,199.2119,7.53,0.0,False
2525,199.2155,8.56,90.0,False
2526,199.2234,8.1,0.0,False
2527,199.2412,8.61,0.0,False
2528,199.2659,9.15,90.0,False
2529,199.2778,9.41,0.0,False
2530,199.281,10.95,0.0,False
2531,199.2827,9.25,0.0,True
2532,199.2975,9.4,0.0,False
2533,199.2999,10.07,0.0,True
2534,199.3122,4.13,0.0,False
2535,199.3216,8.21,0.0,False
2536,199.3219,9.71,0.0,False
2537,199.325,8.75,0.0,True
2538,199.3316,9.26,0.0,False
2539,199.3509,9.19,0.0,False
2540,199.3556,9.09,90.0,True
2541,199.3568,8.92,12.6667,False
2542,199.3652,9.42,0.0,False
2543,199.3757,5.35,0.0,False
2544,199.3791,9.16,0.0,False
2545,199.3823,8.6,0.0,False
2546,199.4108,10.21,90.0,False
2547,199.4235,7.88,0.0,False
2548,199.4324,9.65,0.0,False
2549,199.439,8.73,0.0,False
2550,199.4485,10.88,0.0,False
2551,199.4694,9.88,90.0,False
2552,199.4697,10.42,0.0,False
2553,199.4743,9.06,90.0,True
2554,199.4837,8.39,0.0,False
2555,199.4842,8.32,0.0,False
2556,199.4931,9.52,90.0,True
2557,199.5007,9.55,0.0,False
2558,199.5077,9.41,0.0,False
2559,199.5116,8.88,0.0,True
2560,199.5134,9.97,0.0,False
2561,199.5238,9.72,0.0,True
2562,199.5241,9.63,0.0,False
2563,199.5267,8.3,90.0,False
2564,199.5298,9.12,0.0,False
2565,199.5351,10.0,0.0,False
2566,199.5364,10.02,0.0,False
2567,199.5658,8.11,0.0,True
2568,199.5677,9.71,0.0,False
2569,199.6337,8.68,90.0,False
2570,199.6446,9.28,0.0,False
2571,199.6502,8.32,0.0,False
2572,199.6639,7.97,0.0,False
2573,199.6868,8.61,0.0,False
2574,199.6944,8.71,0.0,False
2575,199.7143,8.54,0.0,False
2576,199.7371,9.48,0.0,False
2577,199.7718,8.92,0.0,True
2578,199.7755,3.03,90.0,False
2579,199.7787,10.15,0.0,False
2580,199.8009,8.77,0.0,False
2581,199.8128,9.73,0.0,True
2582,199.8375,9.03,0.0,False
2583,199.8475,8.61,0.0,True
2584,199.8485,9.2,0.0,False
2585,199.8674,9.31,0.0,False
2586,199.8781,8.5,0.0,False
2587,199.8814,8.82,0.0,False
2588,199.9122,10.06,90.0,False
2589,199.9179,8.61,0.0,False
2590,199.9208,10.32,0.0,False
2591,199.9256,10.07,90.0,False
2592,199.9439,8.52,0.0,False
2593,199.9539,9.64,90.0,False
2594,199.961,8.47,90.0,False
2595,199.9663,8.68,0.0,False
2596,199.9742,9.21,0.0,False
2597,199.9745,9.02,0.0,False
2598,199.9872,9.17,0.0,False
2599,199.9925,9.67,0.0,False
2600,200.0372,9.02,0.0,True
2601,200.0545,9.51,0.0,False
2602,200.0583,8.25,90.0,False
2603,200.0596,10.04,0.0,False
2604,200.0637,8.86,0.0,False
2605,200.0711,8.21,0.0,False
2606,200.0754,9.24,0.0,False
2607,200.0762,8.23,90.0,True
2608,200.0807,8.19,85.0,False
2609,200.0999,7.96,0.0,False
2610,200.1107,8.07,0.0,False
2611,200.1327,9.88,90.0,False
2612,200.1406,10.72,0.0,False
2613,200.1523,9.87,0.0,False
2614,200.1547,8.58,0.0,False
2615,200.1557,9.43,0.0,False
2616,200.165,8.26,0.0,False
2617,200.1778,9.7,90.0,False
2618,200.2002,9.4,90.0,False
2619,200.2031,7.53,0.0,False
2620,200.2125,8.62,90.0,False
2621,200.228,10.42,90.0,False
2622,200.2356,9.27,0.0,False
2623,200.2456,8.48,90.0,False
2624,200.2594,9.27,0.0,False
2625,200.2917,9.04,90.0,False
2626,200.3007,8.52,90.0,False
2627,200.3084,3.6,0.0,True
2628,200.3147,8.98,90.0,False
2629,200.3559,9.03,90.0,False
2630,200.3621,8.53,0.0,False
2631,200.3626,9.0,0.0,True
2632,200.3651,8.57,90.0,False
2633,200.3652,8.51,0.0,True
2634,200.3668,11.0,0.0,False
2635,200.3907,9.93,0.0,False
2636,200.4155,9.17,0.0,False
2637,200.4236,8.65,0.0,False
2638,200.4258,8.57,90.0,False
2639,200.4417,8.51,0.0,True
2640,200.4608,9.91,0.0,True
2641,200.4819,8.34,0.0,False
2642,200.5127,8.51,0.0,False
2643,200.5128,8.9,19.0,True
2644,200.5144,8.88,0.0,False
2645,200.52,9.4,0.0,False
2646,200.5308,8.7,0.0,False
2647,200.5492,8.15,0.0,False
2648,200.5522,10.22,0.0,False
2649,200.5529,9.89,0.0,False
2650,200.5646,9.85,0.0,False
2651,200.5646,9.31,0.0,True
2652,200.5888,8.52,0.0,False
2653,200.5958,8.69,0.0,False
2654,200.596,9.12,90.0,False
2655,200.598,9.83,0.0,False
2656,200.6162,9.28,95.0,True
2657,200.6242,8.37,0.0,False
2658,200.6342,9.05,0.0,False
2659,200.6433,9.4,0.0,False
2660,200.6847,8.35,90.0,False
2661,200.6874,8.05,0.0,False
2662,200.731,8.98,90.0,False
2663,200.7613,9.28,0.0,False
2664,200.7694,10.18,0.0,False
2665,200.7949,8.57,0.0,True
2666,200.8186,8.83,0.0,True
2667,200.8434,8.35,0.0,True
2668,200.8636,10.6,90.0,False
2669,200.8665,9.27,0.0,True
2670,200.8752,10.14,0.0,False
2671,200.9413,8.9,0.0,False
2672,201.0017,8.51,90.0,False
2673,201.0448,9.22,0.0,False
2674,201.0534,7.87,90.0,False
2675,201.0575,10.19,0.0,False
2676,201.0579,10.38,0.0,False
2677,201.0611,10.52,0.0,False
2678,201.0634,7.93,0.0,False
2679,201.0695,8.33,0.0,False
2680,201.0794,10.16,0.0,False
2681,201.086,8.3,0.0,False
2682,201.0915,8.83,0.0,False
2683,201.0937,9.12,0.0,False
2684,201.1019,9.75,0.0,False
2685,201.1128,9.43,0.0,False
2686,201.1142,9.58,0.0,False
2687,201.1258,9.62,0.0,True
2688,201.1483,8.27,0.0,False
2689,201.1517,8.74,0.0,False
2690,201.1751,9.21,90.0,False
2691,201.2032,8.84,0.0,True
2692,201.2139,10.25,90.0,False
2693,201.224,7.64,90.0,False
2694,201.2341,10.57,0.0,False
2695,201.2614,10.19,0.0,False
2696,201.2969,7.92,0.0,True
2697,201.3133,9.56,0.0,False
2698,201.3238,9.4,90.0,True
2699,201.3443,10.26,0.0,False
2700,201.4093,9.55,90.0,False
2701,201.4152,9.43,0.0,True
2702,201.4156,9.23,0.0,False
2703,201.4226,9.61,0.0,True
2704,201.4454,8.44,90.0,False
2705,201.447,9.43,90.0,False
2706,201.452,9.29,0.0,True
2707,201.4528,8.74,0.0,False
2708,201.4578,9.4,0.0,False
2709,201.4726,8.82,0.0,False
2710,201.4835,8.46,0.0,False
2711,201.5101,10.06,0.0,False
2712,201.5512,10.36,0.0,False
2713,201.5593,8.17,0.0,False
2714,201.5718,9.6,0.0,False
2715,201.5925,9.01,0.0,True
2716,201.5943,9.82,0.0,False
2717,201.6072,8.08,90.0,False
2718,201.6107,3.76,0.0,False
2719,201.6168,8.79,0.0,False
2720,201.6231,9.47,90.0,False
2721,201.6452,9.86,0.0,False
2722,201.657,9.65,19.0,True
2723,201.6687,9.2,0.0,False
2724,201.6783,10.39,0.0,False
2725,201.692,8.79,0.0,False
2726,201.7024,10.31,0.0,True
2727,201.7093,10.33,0.0,False
2728,201.7299,9.23,0.0,False
2729,201.7556,9.48,0.0,False
2730,201.7758,9.09,0.0,False
2731,201.8319,9.33,90.0,False
2732,201.8362,9.93,0.0,False
2733,201.8369,8.3,0.0,False
2734,201.8382,9.99,90.0,False
2735,201.8405,8.41,90.0,False
2736,201.851,10.24,0.0,False
2737,201.8557,10.45,90.0,False
2738,201.8642,11.41,0.0,True
2739,201.8688,8.9,90.0,True
2740,201.8705,10.27,90.0,True
2741,201.8728,8.93,0.0,True
2742,201.8905,9.15,90.0,False
2743,201.8963,8.94,0.0,False
2744,201.9116,7.33,90.0,False
2745,201.946,9.07,0.0,True
2746,201.9491,8.94,90.0,True
2747,201.9497,9.71,0.0,False
2748,201.9763,7.46,0.0,False
2749,202.0112,9.94,0.0,False
2750,202.0631,8.89,90.0,False
2751,202.0738,9.23,0.0,False
2752,202.095,10.12,90.0,False
2753,202.136,9.14,0.0,False
2754,202.1432,9.48,0.0,False
2755,202.1636,9.58,0.0,False
2756,202.1933,9.43,0.0,False
2757,202.2029,8.33,0.0,False
2758,202.2118,8.24,0.0,True
2759,202.2129,9.09,0.0,False
2760,202.2373,8.1,0.0,True
2761,202.2453,8.91,0.0,False
2762,202.2593,8.88,0.0,False
2763,202.2759,7.35,0.0,True
2764,202.2952,10.96,0.0,False
2765,202.2975,8.29,0.0,False
2766,202.312,9.23,12.6667,False
2767,202.3193,9.38,0.0,True
2768,202.3202,9.72,0.0,False
2769,202.3437,10.73,0.0,False
2770,202.4007,10.3,0.0,False
2771,202.403,9.82,90.0,False
2772,202.4322,9.27,90.0,False
2773,202.4456,10.0,0.0,False
2774,202.4742,7.75,0.0,False
2775,202.5003,9.18,0.0,True
2776,202.5176,8.95,0.0,False
2777,202.5237,8.33,90.0,True
2778,202.5311,7.69,0.0,False
2779,202.5601,9.7,0.0,False
2780,202.6031,9.72,0.0,False
2781,202.6129,8.97,90.0,True
2782,202.6206,7.81,0.0,False
2783,202.6829,9.28,0.0,False
2784,202.7187,8.85,0.0,False
2785,202.7205,9.25,90.0,True
2786,202.7322,8.2,90.0,False
2787,202.7371,8.07,90.0,False
2788,202.7489,8.22,90.0,False
2789,202.7781,8.62,0.0,False
2790,202.8171,9.11,0.0,False
2791,202.827,9.85,0.0,False
2792,202.8614,10.05,0.0,False
2793,202.8694,7.53,0.0,True
2794,202.8897,7.91,12.6667,False
2795,202.9022,8.15,0.0,True
2796,202.9148,9.76,0.0,False
2797,202.9407,8.9,0.0,False
2798,202.9597,7.9,90.0,True
2799,203.0089,10.71,0.0,False
2800,203.0647,9.01,0.0,False
2801,203.0661,8.32,0.0,False
2802,203.0712,8.28,0.0,False
2803,203.0916,9.05,85.0,True
2804,203.0995,9.04,12.6667,False
2805,203.1404,8.72,90.0,False
2806,203.1638,9.69,0.0,False
2807,203.1755,8.39,0.0,False
2808,203.1823,9.07,0.0,False
2809,203.1913,9.96,0.0,False
2810,203.2325,9.1,0.0,False
2811,203.2513,9.93,0.0,False
2812,203.2707,8.99,0.0,False
2813,203.2835,9.24,0.0,False
2814,203.2921,8.72,0.0,True
2815,203.2972,8.57,0.0,False
2816,203.3072,9.16,90.0,True
2817,203.3094,8.57,90.0,False
2818,203.3725,8.26,0.0,False
2819,203.3803,9.1,0.0,False
2820,203.4641,9.59,90.0,True
2821,203.4806,10.64,0.0,False
2822,203.4891,10.13,0.0,False
2823,203.4928,10.55,0.0,False
2824,203.5235,8.42,0.0,False
2825,203.5836,9.18,0.0,False
2826,203.6036,8.12,0.0,False
2827,203.6112,10.2,90.0,True
2828,203.6376,8.27,90.0,False
2829,203.6454,9.34,0.0,False
2830,203.8056,8.97,0.0,False
2831,203.853,9.57,0.0,False
2832,203.869,8.35,90.0,False
2833,203.8935,7.79,0.0,True
2834,203.8972,846.05,12.6667,False
2835,203.9243,10.15,0.0,False
2836,204.0624,8.07,0.0,True
2837,204.0727,7.63,0.0,False
2838,204.1845,9.39,0.0,False
2839,204.1942,8.64,90.0,False
2840,204.2207,7.74,0.0,False
2841,204.2258,9.51,90.0,False
2842,204.2777,9.14,0.0,False
2843,204.4199,3.08,0.0,False
2844,204.4218,10.1,0.0,True
2845,204.425,9.82,0.0,False
2846,204.4571,9.27,0.0,False
2847,204.4706,928.57,90.0,True
2848,204.492,8.58,0.0,True
2849,204.5288,962.88,0.0,False
2850,204.6646,9.06,38.0,True
2851,204.9625,10.29,0.0,True
2852,204.9808,8.05,0.0,False
2853,205.0336,788.32,0.0,False
2854,205.1835,9.88,0.0,False
2855,205.2046,9.09,90.0,False
2856,205.2126,8.49,0.0,False
2857,205.3097,1043.6,0.0,False
2858,205.357,8.72,85.0,False
2859,205.6276,9.49,0.0,True
2860,205.7207,9.0,0.0,False
2861,205.758,9.76,90.0,False
2862,205.8069,23701.48,0.0,False
2863,205.8364,9.22,0.0,False
2864,206.0755,931.96,90.0,False
2865,206.2045,916.73,0.0,False
2866,206.2107,944.19,0.0,True
2867,206.2143,8.68,0.0,False
2868,206.2234,1057.45,0.0,False
2869,206.2806,24647.93,38.0,True
2870,206.4886,759.54,0.0,True
2871,206.6104,8.7,0.0,True
2872,206.8097,33.84,0.0,False
2873,206.8552,29.61,0.0,False
2874,206.9384,808.33,0.0,True
2875,207.0099,976.03,90.0,False
2876,207.0141,9.09,0.0,True
2877,207.0305,62.95,90.0,False
2878,207.0376,16.06,90.0,False
2879,207.1765,933.97,0.0,True
2880,207.3658,1012.09,0.0,False
2881,207.3818,1018.22,0.0,False
2882,207.3902,848.42,0.0,True
2883,207.4295,952.59,0.0,True
2884,207.4358,25350.6,0.0,False
2885,207.4556,9.43,0.0,False
2886,207.5377,24773.96,0.0,False
2887,207.5918,901.32,0.0,True
2888,207.6042,1192.14,0.0,False
2889,207.6455,929.8,90.0,True
2890,207.6902,924.46,90.0,False
2891,207.7653,947.66,90.0,False
2892,207.7899,811.19,0.0,False
2893,207.7915,877.4,0.0,False
2894,207.8625,42.9,90.0,True
2895,207.9105,26.1,0.0,False
2896,208.0046,931.2,0.0,False
2897,208.0182,926.97,0.0,True
2898,208.0857,850.85,90.0,False
2899,208.087,846.9,0.0,False
2900,208.2006,796.52,90.0,False
2901,208.2287,723.98,0.0,False
2902,208.2589,932.94,0.0,False
2903,208.266,809.47,0.0,True
2904,208.2867,901.08,0.0,True
2905,208.3063,933.14,90.0,False
2906,208.344,12.16,0.0,True
2907,208.4085,837.34,90.0,False
2908,208.4488,834.11,0.0,False
2909,208.4741,1017.33,0.0,True
2910,208.4936,27.45,0.0,False
2911,208.5314,929.65,90.0,True
2912,208.6265,799.1,0.0,False
2913,208.6395,24721.51,0.0,True
2914,208.8383,935.77,90.0,False
2915,208.8994,24797.02,0.0,False
2916,208.9436,24400.78,0.0,False
2917,209.03,869.19,0.0,False
2918,209.113,850.69,0.0,False
2919,209.1292,807.2,90.0,False
2920,209.1715,867.3,12.6667,False
2921,209.1805,955.59,0.0,False
2922,209.1922,30.21,0.0,False
2923,209.234,30.73,90.0,False
2924,209.2393,23563.59,0.0,False
2925,209.2817,911.75,90.0,False
2926,209.3013,870.31,0.0,False
2927,209.3111,933.33,0.0,False
2928,209.3543,32.86,0.0,False
2929,209.3857,908.93,0.0,False
2930,209.3869,986.91,0.0,False
2931,209.4064,1026.76,0.0,False
2932,209.4248,907.74,0.0,True
2933,209.4331,864.44,0.0,True
2934,209.4455,936.42,0.0,False
2935,209.4764,853.97,90.0,False
2936,209.5028,946.66,0.0,False
2937,209.5465,1013.84,0.0,False
2938,209.551,941.57,90.0,False
2939,209.6071,863.82,0.0,False
2940,209.6338,954.45,0.0,True
2941,209.6442,919.39,0.0,False
2942,209.7875,977.2,0.0,False
2943,209.7978,806.11,0.0,False
2944,209.7996,24008.63,0.0,False
2945,209.8333,954.55,0.0,False
2946,209.836,898.9,0.0,False
2947,209.8613,865.22,0.0,False
2948,209.8649,878.83,90.0,True
2949,209.8965,953.75,0.0,True
2950,209.9012,910.45,90.0,False
2951,209.9379,862.67,90.0,False
2952,209.9427,38.15,0.0,False
2953,209.9587,880.86,0.0,False
2954,209.965,944.34,90.0,False
2955,209.9675,13.48,90.0,False
2956,210.0218,845.3,0.0,False
2957,210.028,946.18,0.0,False
2958,210.0463,1067.25,90.0,False
2959,210.0509,923.89,0.0,False
2960,210.0773,846.78,0.0,True
2961,210.0813,23838.86,0.0,False
2962,210.0835,15.61,90.0,False
2963,210.1001,10.94,0.0,True
2964,210.1168,781.92,0.0,False
2965,210.1727,27.77,0.0,False
2966,210.174,925.52,0.0,False
2967,210.2376,884.59,0.0,False
2968,210.2692,1030.81,90.0,False
2969,210.3754,968.11,0.0,False
2970,210.4299,835.68,0.0,True
2971,210.5622,38.08,0.0,False
2972,210.565,907.43,90.0,False
2973,210.6068,932.69,0.0,False
2974,210.6727,929.93,0.0,False
2975,210.6921,18.4,0.0,True
2976,210.6934,32.89,0.0,False
2977,210.712,944.02,0.0,False
2978,210.7204,38.42,0.0,False
2979,210.7315,920.5,0.0,False
2980,210.7486,780.77,38.0,False
2981,210.7489,988.51,0.0,False
2982,210.758,14.31,90.0,True
2983,210.7609,835.65,0.0,False
2984,210.7757,1013.19,0.0,True
2985,210.8323,12.36,0.0,False
2986,210.835,53.32,0.0,False
2987,210.8452,25183.82,0.0,False
2988,210.8547,872.38,0.0,False
2989,210.9235,38.8,0.0,False
2990,210.9433,876.58,0.0,False
2991,210.9487,741.06,0.0,True
2992,210.9583,775.17,0.0,False
2993,210.9668,924.38,0.0,False
2994,211.0196,937.67,90.0,False
2995,211.0379,862.88,90.0,False
2996,211.0516,874.94,90.0,False
2997,211.0562,807.95,90.0,False
2998,211.0632,926.11,0.0,True
2999,211.0759,24587.01,90.0,False
3000,211.0778,882.2,0.0,False
3001,211.0831,936.07,0.0,False
3002,211.0986,38.22,0.0,False
3003,211.1219,18.36,12.6667,False
3004,211.1223,1023.52,0.0,False
3005,211.1338,24972.26,0.0,True
3006,211.1581,29.94,0.0,False
3007,211.2021,23747.89,0.0,False
3008,211.2147,1082.55,90.0,True
3009,211.2351,968.76,0.0,False
3010,211.2616,836.94,0.0,False
3011,211.2705,45.34,0.0,False
3012,211.272,978.34,0.0,False
3013,211.3014,885.29,0.0,False
3014,211.3473,906.58,90.0,False
3015,211.3616,823.24,90.0,False
3016,211.4002,14.54,0.0,False
3017,211.4393,821.35,0.0,True
3018,211.4442,908.88,90.0,True
3019,211.446,832.24,0.0,False
3020,211.4468,9.21,90.0,False
3021,211.4523,900.36,0.0,False
3022,211.4753,1106.03,0.0,True
3023,211.4774,763.04,0.0,False
3024,211.4787,1001.01,0.0,False
3025,211.4791,18.49,0.0,False
3026,211.5135,864.73,0.0,False
3027,211.5181,874.08,0.0,False
3028,211.5331,878.49,90.0,False
3029,211.5345,855.34,0.0,True
3030,211.5409,904.86,0.0,False
3031,211.5464,886.69,90.0,False
3032,211.5476,872.63,0.0,False
3033,211.548,21.2,0.0,False
3034,211.5553,24548.54,95.0,False
3035,211.5756,24.34,90.0,True
3036,211.5802,32.23,0.0,False
3037,211.6051,963.24,0.0,True
3038,211.6364,896.01,0.0,False
3039,211.6445,24989.78,90.0,False
3040,211.6625,43.0,90.0,False
3041,211.7348,1118.73,90.0,False
3042,211.7479,13.43,0.0,False
3043,211.7934,24534.14,0.0,False
3044,211.7937,32.68,0.0,False
3045,211.8041,30.61,0.0,False
3046,211.8097,23.53,0.0,False
3047,211.823,922.17,90.0,False
3048,211.8322,1043.37,90.0,False
3049,211.8418,963.08,0.0,False
3050,211.8512,871.16,90.0,False
3051,211.868,999.89,0.0,False
3052,211.8736,23905.18,0.0,False
3053,211.8766,29.54,0.0,False
3054,211.8774,9.94,0.0,True
3055,211.9327,926.96,0.0,True
3056,211.9576,1011.54,0.0,False
3057,211.959,895.84,90.0,False
3058,211.9969,885.91,0.0,False
3059,212.0015,38.29,0.0,False
3060,212.0023,964.04,90.0,True
3061,212.0046,24.01,0.0,False
3062,212.0323,928.67,90.0,False
3063,212.0355,778.28,0.0,False
3064,212.0422,938.34,0.0,False
3065,212.065,896.31,0.0,False
3066,212.0785,24436.26,90.0,False
3067,212.1219,756.71,0.0,False
3068,212.1355,869.69,12.6667,True
3069,212.1513,13.43,0.0,False
3070,212.1709,983.59,0.0,False
3071,212.1987,985.5,0.0,False
3072,212.2106,973.6,0.0,False
3073,212.2381,916.19,0.0,False
3074,212.2413,910.0,0.0,False
3075,212.249,826.77,90.0,False
3076,212.25,891.35,90.0,True
3077,212.2555,832.98,0.0,False
3078,212.2588,25331.25,0.0,True
3079,212.2658,914.9,0.0,False
3080,212.2735,793.46,0.0,False
3081,212.3112,24268.12,0.0,False
3082,212.3155,19.34,90.0,True
3083,212.3217,1077.92,90.0,True
3084,212.3605,18.8,0.0,False
3085,212.3696,934.38,90.0,False
3086,212.3979,854.77,0.0,False
3087,212.4028,848.67,0.0,False
3088,212.4077,773.98,0.0,False
3089,212.4135,1035.11,12.6667,False
3090,212.4269,877.42,90.0,True
3091,212.4388,805.42,0.0,True
3092,212.4556,985.98,90.0,False
3093,212.4853,896.12,90.0,False
3094,212.4904,862.11,0.0,False
3095,212.5006,853.13,0.0,False
3096,212.5088,1002.05,90.0,False
3097,212.5277,924.13,90.0,True
3098,212.5522,861.33,0.0,False
3099,212.5745,880.48,0.0,False
3100,212.5871,969.96,0.0,True
3101,212.5969,23140.41,90.0,True
3102,212.6255,871.84,0.0,False
3103,212.6486,24229.18,90.0,False
3104,212.6575,959.56,0.0,False
3105,212.6641,25055.22,0.0,False
3106,212.6697,24023.73,0.0,False
3107,212.7182,25727.4,90.0,True
3108,212.7335,937.79,0.0,True
3109,212.7494,24164.0,0.0,True
3110,212.7794,15.64,0.0,True
3111,212.797,938.73,0.0,False
3112,212.8077,947.85,0.0,False
3113,212.8082,873.08,90.0,False
3114,212.8216,903.48,12.6667,True
3115,212.8376,941.16,90.0,False
3116,212.8666,858.64,0.0,False
3117,212.8693,16.87,0.0,False
3118,212.8776,851.3,90.0,True
3119,212.8795,1061.29,0.0,False
3120,212.8894,887.2,0.0,True
3121,212.8916,903.52,0.0,False
3122,212.8922,23915.34,0.0,False
3123,212.9261,987.53,0.0,True
3124,212.929,36.63,0.0,False
3125,212.9316,984.44,0.0,False
3126,212.9329,23718.85,0.0,False
3127,212.9337,23.78,0.0,True
3128,212.937,24449.09,0.0,False
3129,212.9581,856.62,90.0,False
3130,212.9581,1062.37,0.0,False
3131,212.9602,19.56,0.0,False
3132,212.961,16.4,0.0,False
3133,212.973,970.74,0.0,False
3134,212.9768,889.7,0.0,False
3135,212.9785,29.79,0.0,False
3136,212.9928,882.05,0.0,True
3137,212.9951,31.69,0.0,True
3138,212.9985,936.16,0.0,False
3139,213.003,47.81,0.0,False
3140,213.0261,826.89,0.0,False
3141,213.0303,22.0,0.0,True
3142,213.0462,15.65,0.0,False
3143,213.0643,9.12,90.0,False
3144,213.0673,24566.11,0.0,False
3145,213.0847,903.41,0.0,True
3146,213.096,20.69,0.0,True
